,school_name,school_addr,latitude,longitude
158,한양중학교,서울특별시 중구 을지로 299,37.56536989999999,127.01181629999999
159,대경중학교,서울특별시 중구 매봉18길 111,37.5566958262,127.0175331092
160,장충중학교,서울특별시 중구 동호로15길 93,37.5531662,127.0065905
161,용산중학교,서울특별시 용산구 두텁바위로 74,37.5463224,126.9810267
162,선린중학교,서울특별시 용산구 원효로97길 33-4,37.5427169,126.9663628
163,한강중학교,서울특별시 용산구 녹사평대로 73,37.523952,126.99234540000002
164,용강중학교,서울특별시 용산구 이촌로65가길 91,37.5211849,126.9758922
165,오산중학교,서울특별시 용산구 보광로7길 17,37.5237817939,127.00086880389999
166,배문중학교,서울특별시 용산구 효창원로 258,37.5499197103,126.963904892
167,신광여자중학교,서울특별시 용산구 청파로 263,37.5431703,126.9699957
168,보성여자중학교,서울특별시 용산구 신흥로3가길 66,37.5426751,126.98440159999998
169,성심여자중학교,서울특별시 용산구 원효로19길 49,37.5341025,126.95422909999999
170,방산중학교,서울특별시 송파구 오금로29길 31,37.5091513,127.1219039
171,서울체육중학교,서울특별시 송파구 강동대로 232,37.5216734,127.130579
172,오륜중학교,서울특별시 송파구 양재대로 1242,37.5161458,127.1388726
173,가원중학교,서울특별시 송파구 중대로10길 40-18,37.490634,127.1230469
174,문정중학교,서울특별시 송파구 문정로 73,37.4885685,127.1299473
175,신천중학교,서울특별시 송파구 백제고분로 11,37.5162057,127.0783933
176,잠신중학교,서울특별시 송파구 잠실로 12,37.5158407,127.0876619
177,잠실중학교,서울특별시 송파구 올림픽로35길 130,37.5178191965,127.09866472899999
178,석촌중학교,서울특별시 송파구 송이로15길 13,37.501161200000006,127.1212477
179,송파중학교,서울특별시 송파구 동남로 203,37.496011700000004,127.12977169999999
180,거원중학교,서울특별시 송파구 양산로2길 30,37.4874893,127.1465347
181,방이중학교,서울특별시 송파구 오금로11길 64,37.5149532,127.113231
182,가락중학교,서울특별시 송파구 송이로 45,37.502632399999996,127.1186676
183,세륜중학교,서울특별시 송파구 양재대로72길 41,37.5085227,127.1312179
184,오금중학교,서울특별시 송파구 오금로35길 20,37.505001799999995,127.12821729999999
185,오주중학교,서울특별시 송파구 동남로 281,37.50166,127.136224
186,풍납중학교,서울특별시 송파구 올림픽로43길 20,37.5255375,127.1159443
187,풍성중학교,서울특별시 송파구 강동대로2길 27,37.5255948,127.1127759
188,아주중학교,서울특별시 송파구 올림픽로4길 69,37.50522875,127.0765489114
189,문현중학교,서울특별시 송파구 충민로 99,37.4805468,127.12793390000002
190,보성중학교,서울특별시 송파구 양재대로 1278,37.519502200000005,127.1351642
191,배명중학교,서울특별시 송파구 삼학사로 11,37.4984761,127.09558090000002
192,보인중학교,서울특별시 송파구 오금로49길 18,37.497265999999996,127.1388757
193,영파여자중학교,서울특별시 송파구 올림픽로 565,37.5326565,127.1202571
194,일신여자중학교,서울특별시 송파구 송파대로38길 8,37.5017771,127.11359909999999
195,정신여자중학교,서울특별시 송파구 올림픽로4길 16,37.5091964,127.0727415
196,강명중학교,서울특별시 강동구 상일로12길 56,37.5555945136,127.17489838200001
197,천일중학교,서울특별시 강동구 천중로 57,37.5458932,127.12759080000001
198,둔촌중학교,서울특별시 강동구 진황도로61길 25-30,37.5304436,127.145921
199,강동중학교,서울특별시 강동구 풍산로 237,37.5694623,127.17785500000001
200,고덕중학교,서울특별시 강동구 동남로82길 94,37.5601307,127.1610289
201,명일중학교,서울특별시 강동구 양재대로156길 57,37.557063,127.1477463
202,신명중학교,서울특별시 강동구 명일로24길 25,37.5418263719,127.1492982429
203,한산중학교,서울특별시 강동구 풍성로 251,37.528712299999995,127.14028950000001
204,성내중학교,서울특별시 강동구 성안로7길 36,37.529222,127.12966090000002
205,신암중학교,서울특별시 강동구 고덕로 65,37.555955,127.1330777
206,강일중학교,서울특별시 강동구 고덕로27길 12,37.555152500000005,127.13825859999999
207,천호중학교,서울특별시 강동구 상암로 153,37.546644799999996,127.1392699
208,동신중학교,서울특별시 강동구 진황도로 72,37.536407000000004,127.13432409999999
209,배재중학교,서울특별시 강동구 고덕로 227,37.5558123,127.1504916
210,동북중학교,서울특별시 강동구 강동대로 305,37.5200101,127.1406733
211,상일여자중학교,서울특별시 강동구 천호대로219길 61,37.5479536894,127.17021825799999
212,성덕여자중학교,서울특별시 강동구 구천면로 396,37.5495933,127.1425564
213,한영중학교,서울특별시 강동구 동남로 832,37.5489092,127.1581466
214,목운중학교,서울특별시 양천구 목동동로 235,37.5269022,126.87301059999999
215,양동중학교,서울특별시 양천구 목동중앙북로 49,37.5479348,126.8691419
216,신목중학교,서울특별시 양천구 목동중앙로 88,37.536860600000004,126.87285520000002
217,신서중학교,서울특별시 양천구 중앙로 206,37.5159658115,126.8550154119
218,목일중학교,서울특별시 양천구 목동동로8길 70,37.5133313,126.87376280000001
219,신남중학교,서울특별시 양천구 중앙로29길 109,37.520554,126.8478926
220,신화중학교,서울특별시 양천구 남부순환로29길 35,37.540616799999995,126.83002749999999
221,신월중학교,서울특별시 양천구 남부순환로29길 25,37.5406576,126.8285666
222,신원중학교,서울특별시 양천구 가로공원로55길 19,37.53679879999999,126.82383440000001
223,양서중학교,서울특별시 양천구 남부순환로 380,37.5322157,126.82914029999999
224,양강중학교,서울특별시 양천구 중앙로 319,37.5246363,126.849861
225,양천중학교,서울특별시 양천구 지양로7길 32,37.519509899999996,126.83073710000001
226,강신중학교,서울특별시 양천구 남부순환로 604,37.515078700000004,126.83887140000002
227,목동중학교,서울특별시 양천구 목동동로 172,37.5206085,126.87170159999998
228,금옥중학교,서울특별시 양천구 신정로 213,37.5106219,126.8442611
229,월촌중학교,서울특별시 양천구 목동서로 31,37.537561700000005,126.882725
