,school_name,1_stu_num,2_stu_num,3_stu_num,4_stu_num,5_stu_num,6_stu_num
3403,삼포초등학교, 9 , 8 , 5 , 10 , 8 , 11 
3404,서석초등학교, 7 , 13 , 7 , 5 , 12 , 13 
3405,석화초등학교, 51 , 41 , 46 , 59 , 41 , 44 
3406,서석초등학교청량분교장, 3 , 3 , 4 , 5 , 2 , 4 
3407,속초초등학교, 7 , 4 , 4 , 11 , 8 , 12 
3408,화계초등학교대룡분교장, 1 , 2 , - , - , 1 , 1 
3409,오안초등학교, 9 , 10 , 11 , 6 , 9 , 13 
3410,원당초등학교, 2 , 1 , 1 , 4 , 2 , 2 
3411,율전초등학교, 2 , 1 , 4 , 4 , 2 , 1 
3412,속초초등학교좌운분교장, - , - , - , 1 , 2 , 3 
3413,주봉초등학교, 17 , 10 , 16 , 10 , 16 , 4 
3414,창촌초등학교, 5 , 7 , 10 , 4 , 11 , 11 
3415,한서초등학교, 2 , 5 , 1 , 3 , 2 , 1 
3416,협신초등학교, 6 , 5 , 7 , 5 , 8 , 4 
3417,홍천초등학교, 84 , 127 , 112 , 130 , 120 , 145 
3418,화계초등학교, 12 , 18 , 10 , 15 , 13 , 14 
3419,화촌초등학교, 5 , 7 , 6 , 1 , 1 , 6 
3420,갑천초등학교, - , 6 , 2 , 4 , 3 , 7 
3421,강림초등학교, 3 , 5 , 6 , 3 , 5 , 5 
3422,공근초등학교, 5 , 15 , 6 , 10 , 7 , 13 
3423,둔내초등학교, 28 , 29 , 31 , 33 , 32 , 32 
3424,청일초등학교신대분교장, - , - , - , - , - , - 
3425,서원초등학교, 10 , 4 , 7 , 4 , 6 , 1 
3426,성남초등학교, 12 , 10 , 14 , 6 , 8 , 12 
3427,성북초등학교, 81 , 80 , 73 , 85 , 83 , 99 
3428,수백초등학교, 10 , 12 , 11 , 11 , 12 , 8 
3429,안흥초등학교, 5 , 8 , 10 , 10 , 9 , 11 
3430,우천초등학교, 13 , 8 , 13 , 6 , 17 , 14 
3431,유현초등학교, 3 , 1 , 2 , 5 , 1 , 1 
3432,안흥초등학교덕천분교장, 1 , 1 , 1 , 2 , 2 , 1 
3433,정금초등학교, 2 , 3 , 3 , 6 , 5 , 5 
3434,창림초등학교, 6 , 8 , 4 , 5 , 5 , 6 
3435,청일초등학교, 3 , 1 , 1 , 6 , 6 , 5 
3436,춘당초등학교, 1 , - , 4 , 2 , - , 2 
3437,횡성초등학교, 82 , 78 , 83 , 76 , 92 , 90 
3438,마차초등학교공기분교장, - , - , - , 1 , 2 , - 
3439,구래초등학교, 3 , 3 , 3 , - , 4 , 3 
3440,내성초등학교, 26 , 30 , 28 , 32 , 27 , 28 
3441,녹전초등학교, 5 , 5 , 3 , 6 , 2 , 4 
3442,마차초등학교, 3 , 5 , 6 , 2 , 4 , 3 
3443,무릉초등학교, 9 , 5 , 6 , 9 , 4 , 9 
3444,봉래초등학교거운분교장, 1 , - , 1 , - , - , 1 
3445,봉래초등학교, 15 , 21 , 15 , 13 , 14 , 18 
3446,쌍룡초등학교, 7 , 8 , 6 , 4 , 7 , 6 
3447,신천초등학교, 2 , 5 , 4 , 6 , 4 , 4 
3448,연당초등학교, 4 , 9 , 4 , 4 , 7 , 13 
3449,영월초등학교연상분교장, - , - , - , - , - , - 
3450,영월초등학교연하분교장, - , - , - , 2 , 1 , 2 
3451,영월초등학교, 101 , 104 , 112 , 100 , 102 , 124 
3452,옥동초등학교, 3 , 8 , 8 , 7 , 4 , 4 
3453,주천초등학교, 11 , 11 , 13 , 12 , 14 , 18 
3454,청령포초등학교, 8 , 18 , 19 , 7 , 9 , 14 
3455,쌍룡초등학교토교분교장, - , - , 1 , - , 2 , 1 
3456,가평초등학교, 1 , 2 , - , - , - , 2 
3457,거문초등학교, 8 , 3 , 9 , 4 , 9 , 3 
3458,계촌초등학교, 7 , 7 , 3 , 5 , 3 , 7 
3459,대화초등학교, 21 , 19 , 15 , 15 , 17 , 26 
3460,도성초등학교, 9 , 8 , 7 , 4 , 6 , 5 
3461,대관령초등학교, 13 , 12 , 10 , 6 , 9 , 9 
3462,면온초등학교, 11 , 6 , 10 , 18 , 11 , 17 
3463,미탄초등학교, 9 , 4 , 8 , 2 , 6 , 8 
3464,방림초등학교, 3 , 5 , 3 , 4 , 4 , 3 
3465,봉평초등학교, 25 , 32 , 21 , 38 , 34 , 32 
3466,속사초등학교, 13 , 7 , 8 , 7 , 7 , 7 
3467,신리초등학교, 12 , 5 , 2 , 3 , 6 , 8 
3468,안미초등학교, 4 , 4 , 5 , 5 , 4 , 6 
3469,장평초등학교, 9 , 10 , 13 , 10 , 13 , 6 
3470,주진초등학교, 5 , 1 , 5 , 2 , 5 , 5 
3471,진부초등학교, 32 , 34 , 39 , 42 , 45 , 42 
3472,평창초등학교, 51 , 51 , 61 , 67 , 71 , 68 
3473,호명초등학교, 5 , 11 , 12 , 7 , 13 , 18 
3474,횡계초등학교, 23 , 13 , 29 , 16 , 26 , 24 
3475,갈래초등학교, 11 , 8 , 4 , 7 , 10 , 5 
3476,고한초등학교, 10 , 7 , 10 , 7 , 14 , 13 
3477,남선초등학교남창분교장, 3 , 1 , 1 , 4 , - , - 
3478,남선초등학교, 6 , 5 , 10 , 5 , 4 , 10 
3479,남평초등학교, 4 , 2 , 4 , 9 , 4 , 2 
3480,백전초등학교, 4 , 4 , 1 , - , 2 , 1 
3481,벽탄초등학교, 6 , 4 , 2 , 3 , 2 , 7 
3482,봉양초등학교, 24 , 16 , 22 , 22 , 13 , 21 
3483,북평초등학교, 10 , 7 , 13 , 14 , 15 , 13 
3484,사북초등학교, 48 , 45 , 35 , 40 , 37 , 39 
3485,예미초등학교운치분교장, - , 1 , 1 , - , 1 , - 
3486,여량초등학교, 9 , 8 , 9 , 6 , 6 , 6 
3487,예미초등학교, 9 , 12 , 9 , 13 , 11 , 11 
3488,임계초등학교, 11 , 13 , 19 , 14 , 13 , 13 
3489,정선초등학교가수분교장, - , 2 , 3 , - , 1 , - 
3490,정선초등학교, 67 , 58 , 82 , 75 , 73 , 83 
3491,증산초등학교, 12 , 12 , 12 , 13 , 8 , 25 
3492,함백초등학교, 13 , 4 , 13 , 6 , 8 , 10 
3493,화동초등학교, 4 , 1 , 8 , 10 , 11 , 7 
3494,근남초등학교, 15 , 9 , 12 , 17 , 13 , 11 
3495,김화초등학교, 6 , 14 , 9 , 10 , 3 , 10 
3496,내대초등학교, 7 , 4 , 5 , 4 , 9 , 3 
3497,도창초등학교, 1 , 1 , 2 , 2 , 2 , 2 
3498,동송초등학교, 116 , 111 , 107 , 100 , 112 , 118 
3499,묘장초등학교, 3 , 3 , 7 , 3 , 6 , 6 
3500,문혜초등학교, 10 , 8 , 16 , 4 , 9 , 11 
3501,서면초등학교, 15 , 12 , 10 , 11 , 13 , 10 
3502,신철원초등학교, 65 , 71 , 65 , 51 , 70 , 61 
3503,오덕초등학교, 8 , 10 , 17 , 18 , 13 , 20 
3504,와수초등학교, 23 , 30 , 29 , 28 , 29 , 32 
3505,용정초등학교, 4 , 6 , 10 , 4 , 12 , 12 
3506,장흥초등학교, 13 , 11 , 15 , 19 , 13 , 13 
3507,철원초등학교, 20 , 34 , 28 , 24 , 48 , 40 
3508,청양초등학교, 26 , 26 , 18 , 17 , 21 , 22 
3509,토성초등학교, 4 , 4 , 2 , 2 , 4 , 5 
3510,상승초등학교노동분교장, - , - , - , - , - , - 
3511,화천초등학교논미분교장, 2 , 3 , 5 , 2 , 3 , - 
3512,광덕초등학교, 5 , 6 , 10 , 7 , 10 , 4 
3513,다목초등학교, 4 , 3 , - , 3 , 1 , 2 
3514,봉오초등학교, 6 , 3 , 6 , 2 , 3 , 2 
3515,사내초등학교, 45 , 45 , 43 , 50 , 37 , 43 
3516,산양초등학교, 4 , 3 , 4 , 2 , 4 , 2 
3517,상승초등학교, 5 , 9 , 5 , 2 , 2 , 4 
3518,실내초등학교, 9 , 5 , 6 , 3 , 3 , 6 
3519,오음초등학교, 3 , 2 , 2 , 2 , 3 , 4 
3520,용암초등학교, 6 , 7 , 6 , 8 , 7 , 8 
3521,원천초등학교, 5 , 6 , 4 , 3 , 10 , 2 
3522,유촌초등학교, 5 , 6 , 4 , 7 , 6 , 7 
3523,풍산초등학교, 10 , 15 , 6 , 12 , 10 , 10 
3524,화천초등학교, 82 , 70 , 70 , 76 , 68 , 93 
3525,도촌초등학교, 7 , 10 , 3 , 4 , 6 , 8 
3526,방산초등학교, 4 , - , 4 , 4 , 4 , 6 
3527,비봉초등학교, 15 , 39 , 24 , 25 , 24 , 34 
3528,양구초등학교, 114 , 98 , 102 , 85 , 95 , 108 
3529,용하초등학교, 7 , 9 , 5 , 7 , 13 , 8 
3530,원당초등학교, 9 , 8 , 3 , 4 , 4 , 4 
3531,임당초등학교, 6 , 4 , 6 , 4 , 7 , 2 
3532,죽리초등학교, 22 , 14 , 18 , 5 , 16 , 10 
3533,한전초등학교, 11 , 9 , 11 , 4 , 7 , 9 
3534,해안초등학교, - , 7 , 5 , 1 , 3 , 5 
3535,기린초등학교방동분교장, 1 , 1 , - , 2 , 1 , - 
3536,귀둔초등학교, 3 , 5 , 4 , 4 , 1 , 2 
3537,기린초등학교진동분교장, 1 , - , 1 , 3 , - , 2 
3538,기린초등학교, 32 , 39 , 35 , 34 , 29 , 30 
3539,부평초등학교, 17 , 11 , 15 , 17 , 16 , 14 
3540,어론초등학교, 26 , 23 , 25 , 15 , 23 , 14 
3541,부평초등학교신월분교장, - , - , - , - , - , - 
3542,상남초등학교, 1 , 4 , 5 , 3 , 9 , 4 
3543,서화초등학교서성분교장, - , 2 , 1 , - , - , - 
3544,서화초등학교, 30 , 16 , 20 , 15 , 15 , 18 
3545,용대초등학교, 4 , 8 , 7 , 5 , 10 , 4 
3546,원통초등학교, 56 , 45 , 54 , 41 , 58 , 45 
3547,원통초등학교신덕분교장, - , 3 , - , 1 , 1 , - 
3548,월학초등학교, 2 , 1 , 5 , 4 , 4 , 5 
3549,인제초등학교, 39 , 51 , 47 , 34 , 41 , 34 
3550,인제남초등학교, 45 , 27 , 31 , 34 , 30 , 41 
3551,하남초등학교, 8 , 5 , 8 , 4 , 2 , 10 
3552,한계초등학교, 9 , 12 , 7 , 12 , 6 , 11 
3553,간성초등학교, 57 , 52 , 47 , 49 , 50 , 53 
3554,거성초등학교, 6 , 8 , 11 , 7 , 10 , 7 
3555,거진초등학교, 17 , 19 , 15 , 16 , 26 , 17 
3556,공현진초등학교, 1 , 6 , 6 , 10 , 8 , 7 
3557,광산초등학교, 7 , 12 , 3 , 5 , 6 , 8 
3558,대진초등학교, 9 , 4 , 7 , 5 , 2 , 6 
3559,도학초등학교, 4 , 8 , 5 , 9 , 2 , 4 
3560,광산초등학교흘리분교장, 1 , 3 , 2 , 2 , 1 , - 
3561,동광초등학교, 2 , 10 , 5 , 5 , 4 , 5 
3562,대진초등학교명파분교장, 2 , - , - , - , 1 , 1 
3563,아야진초등학교, 14 , 14 , 7 , 6 , 9 , 3 
3564,오호초등학교, 3 , 8 , 10 , 3 , 7 , 5 
3565,인흥초등학교, 9 , 6 , 13 , 9 , 7 , 8 
3566,죽왕초등학교, 14 , 6 , 13 , 13 , 8 , 6 
3567,천진초등학교, 9 , 17 , 12 , 7 , 14 , 14 
3568,청주교육대학교부설초등학교, 72 , 72 , 72 , 72 , 72 , 72 
3569,중앙초등학교, 304 , 310 , 316 , 276 , 261 , 262 
3570,가경초등학교, 47 , 55 , 52 , 30 , 40 , 57 
3571,강서초등학교, 139 , 130 , 138 , 113 , 112 , 117 
3572,경산초등학교, 86 , 87 , 67 , 94 , 77 , 78 
3573,교동초등학교, 115 , 147 , 140 , 135 , 135 , 128 
3574,금천초등학교, 180 , 152 , 166 , 127 , 157 , 183 
3575,남성초등학교, 127 , 120 , 133 , 107 , 120 , 126 
3576,내곡초등학교, - , - , - , - , - , - 
3577,청주내덕초등학교, 32 , 35 , 36 , 31 , 42 , 42 
3578,덕벌초등학교, 58 , 73 , 61 , 58 , 59 , 77 
3579,덕성초등학교, 67 , 67 , 75 , 83 , 89 , 104 
3580,모충초등학교, 66 , 66 , 59 , 64 , 62 , 63 
3581,복대초등학교, 33 , 33 , 27 , 42 , 35 , 40 
3582,봉명초등학교, 91 , 82 , 82 , 84 , 71 , 70 
3583,봉정초등학교, 96 , 103 , 106 , 97 , 104 , 115 
3584,북일초등학교, 11 , 13 , 7 , 4 , 9 , 6 
3585,분평초등학교, 94 , 74 , 99 , 68 , 89 , 106 
3586,사직초등학교, 47 , 60 , 45 , 45 , 42 , 51 
3587,상당초등학교, 79 , 76 , 103 , 74 , 99 , 102 
3588,새터초등학교, 95 , 106 , 90 , 106 , 104 , 130 
3589,서원초등학교, 33 , 46 , 46 , 42 , 39 , 68 
3590,서촌초등학교, 10 , 7 , 7 , 4 , 8 , 5 
3591,석교초등학교, 30 , 40 , 46 , 34 , 52 , 58 
3592,수곡초등학교, 87 , 77 , 87 , 75 , 95 , 76 
3593,용담초등학교, 45 , 67 , 57 , 55 , 61 , 45 
3594,용암초등학교, 122 , 117 , 123 , 118 , 136 , 134 
3595,우암초등학교, 27 , 38 , 46 , 34 , 47 , 59 
3596,운동초등학교, 20 , 11 , 17 , 15 , 12 , 20 
3597,운천초등학교, 80 , 101 , 85 , 82 , 95 , 89 
3598,원봉초등학교, 105 , 96 , 114 , 95 , 108 , 136 
3599,원평초등학교, 87 , 111 , 111 , 102 , 116 , 126 
3600,율량초등학교, 118 , 90 , 120 , 107 , 94 , 123 
3601,주성초등학교, 37 , 28 , 33 , 25 , 35 , 33 
3602,창신초등학교, 272 , 276 , 263 , 253 , 235 , 230 
3603,청남초등학교, 60 , 66 , 77 , 74 , 74 , 85 
3604,풍광초등학교, 82 , 85 , 84 , 83 , 67 , 77 
3605,한벌초등학교, 64 , 48 , 69 , 67 , 72 , 77 
3606,한솔초등학교, 55 , 66 , 42 , 51 , 59 , 60 
3607,흥덕초등학교, 70 , 47 , 70 , 63 , 74 , 79 
3608,청주대성초등학교, 96 , 96 , 89 , 63 , 59 , 52 
3609,용담초등학교현양원분교장, 4 , 5 , - , 2 , 4 , - 
3610,경덕초등학교, 73 , 79 , 86 , 80 , 85 , 88 
3611,남평초등학교, 152 , 148 , 158 , 174 , 166 , 196 
3612,진흥초등학교, 119 , 123 , 170 , 134 , 143 , 179 
3613,증안초등학교, 145 , 169 , 126 , 130 , 161 , 164 
3614,용성초등학교, 196 , 181 , 195 , 169 , 194 , 209 
3615,개신초등학교, 180 , 162 , 176 , 178 , 178 , 182 
3616,동주초등학교, 176 , 189 , 155 , 173 , 198 , 221 
3617,봉덕초등학교, 108 , 99 , 121 , 115 , 113 , 111 
3618,서경초등학교, 117 , 113 , 113 , 140 , 127 , 154 
3619,주중초등학교, 199 , 172 , 183 , 145 , 159 , 168 
3620,사천초등학교, 147 , 127 , 116 , 127 , 112 , 127 
3621,죽림초등학교, 134 , 129 , 129 , 139 , 125 , 117 
3622,산성초등학교, 252 , 253 , 239 , 216 , 229 , 237 
3623,산남초등학교, 155 , 162 , 138 , 168 , 165 , 187 
3624,샛별초등학교, 162 , 158 , 157 , 151 , 182 , 153 
3625,성화초등학교, 152 , 149 , 167 , 139 , 182 , 195 
3626,서현초등학교, 173 , 169 , 163 , 149 , 171 , 150 
3627,직지초등학교, 113 , 113 , 117 , 117 , 134 , 113 
3628,솔밭초등학교, 321 , 297 , 287 , 310 , 261 , 317 
3629,한국교원대학교부설월곡초등학교, 92 , 74 , 92 , 100 , 85 , 99 
3630,가덕초등학교, 12 , 12 , 5 , 8 , 6 , 7 
3631,각리초등학교, 271 , 289 , 283 , 268 , 294 , 276 
3632,갈원초등학교, 13 , 14 , 7 , 15 , 14 , 8 
3633,강내초등학교, 14 , 16 , 14 , 11 , 6 , 10 
3634,오송초등학교, 19 , 25 , 24 , 33 , 32 , 31 
3635,수성초등학교구성분교장, 5 , 5 , 5 , 6 , 4 , 6 
3636,미원초등학교금관분교장, 1 , 4 , 1 , 2 , 1 , 6 
3637,남이초등학교, 17 , 19 , 25 , 25 , 12 , 19 
3638,남일초등학교, 57 , 48 , 49 , 47 , 26 , 43 
3639,낭성초등학교, 11 , 8 , 14 , 6 , 8 , 5 
3640,내수초등학교, 70 , 68 , 61 , 57 , 55 , 74 
3641,대길초등학교, 3 , 5 , 3 , 11 , 4 , 7 
3642,문의초등학교도원분교장, 13 , 9 , 11 , 12 , 7 , 12 
3643,동화초등학교, 12 , 14 , 13 , 12 , 16 , 7 
3644,만수초등학교, 255 , 239 , 228 , 221 , 214 , 209 
3645,문의초등학교, 20 , 13 , 20 , 12 , 9 , 18 
3646,미원초등학교, 15 , 14 , 9 , 9 , 20 , 14 
3647,북이초등학교, 8 , 11 , 17 , 16 , 12 , 14 
3648,비상초등학교, 14 , 16 , 9 , 13 , 10 , 17 
3649,상봉초등학교, 4 , 3 , 7 , 6 , 4 , 5 
3650,석성초등학교, 7 , 5 , 7 , 5 , 4 , 6 
3651,옥산초등학교소로분교장, - , - , - , - , - , - 
3652,수성초등학교, 124 , 117 , 106 , 98 , 109 , 119 
3653,신송초등학교, 4 , 9 , 14 , 2 , 9 , 11 
3654,오창초등학교, 38 , 27 , 25 , 32 , 29 , 34 
3655,옥산초등학교, 62 , 90 , 67 , 58 , 94 , 102 
3656,옥포초등학교, 8 , 3 , 7 , 4 , 10 , 8 
3657,행정초등학교, 4 , 9 , 7 , 4 , 3 , 5 
3658,현도초등학교, 6 , 5 , 4 , 9 , 4 , 12 
3659,비봉초등학교, 147 , 163 , 174 , 172 , 165 , 180 
3660,청원초등학교, 179 , 157 , 164 , 179 , 197 , 160 
3661,창리초등학교, 246 , 199 , 189 , 157 , 119 , 111 
3662,단재초등학교, 188 , 128 , 119 , 98 , 77 , 68 
3663,청주내곡초등학교, 233 , 170 , 142 , 117 , 103 , 85 
3664,청주소로초등학교, 60 , 32 , 42 , 26 , 19 , 5 
3665,양청초등학교, 205 , 100 , 92 , 68 , 51 , 46 
3666,가흥초등학교, 5 , 3 , 4 , 2 , 6 , 9 
3667,강천초등학교, - , - , - , - , - , - 
3668,금가초등학교, 31 , 22 , 22 , 24 , 16 , 23 
3669,남한강초등학교, 35 , 27 , 32 , 46 , 28 , 46 
3670,노은초등학교, 7 , 10 , 8 , 3 , 7 , 4 
3671,단월초등학교, 11 , 19 , 8 , 4 , 4 , 4 
3672,달천초등학교, 8 , 9 , 18 , 10 , 15 , 11 
3673,대미초등학교, 4 , 10 , 9 , 5 , 14 , 10 
3674,대소원초등학교, 24 , 34 , 30 , 23 , 25 , 23 
3675,덕신초등학교, 11 , 7 , 10 , 14 , 8 , 9 
3676,동락초등학교, 3 , - , 3 , 4 , 2 , 4 
3677,동량초등학교, 10 , 5 , 6 , 7 , 8 , 7 
3678,목행초등학교, 88 , 78 , 80 , 84 , 70 , 98 
3679,산척초등학교, 1 , 8 , 12 , 5 , 8 , 5 
3680,세성초등학교, 3 , 8 , 8 , 8 , 8 , 10 
3681,소태초등학교, 7 , 4 , 5 , 3 , 4 , 3 
3682,수안보초등학교, 7 , 6 , 5 , 5 , 11 , 5 
3683,수회초등학교, 7 , 6 , 4 , 8 , 6 , 12 
3684,앙성초등학교, 6 , 9 , 6 , 11 , 9 , 13 
3685,야동초등학교, - , 2 , - , 4 , 5 , 1 
3686,엄정초등학교, 10 , 9 , 7 , 15 , 4 , 16 
3687,연수초등학교, 20 , 35 , 37 , 32 , 48 , 63 
3688,오석초등학교, 10 , 15 , 6 , 11 , 11 , 8 
3689,용원초등학교, 5 , 3 , 4 , 7 , 6 , 12 
3690,주덕초등학교, 7 , 18 , 9 , 14 , 13 , 7 
3691,탄금초등학교, 137 , 157 , 176 , 160 , 167 , 197 
3692,충주교현초등학교, 52 , 46 , 49 , 65 , 71 , 90 
3693,충주남산초등학교, 162 , 195 , 183 , 175 , 175 , 188 
3694,충주대림초등학교, 33 , 48 , 49 , 48 , 56 , 59 
3695,충주삼원초등학교, 46 , 50 , 57 , 47 , 60 , 60 
3696,충주성남초등학교, 93 , 120 , 128 , 130 , 128 , 154 
3697,충주예성초등학교, 25 , 28 , 28 , 26 , 19 , 41 
3698,충주중앙초등학교, 57 , 74 , 53 , 58 , 48 , 78 
3699,칠금초등학교, 91 , 68 , 97 , 88 , 101 , 95 
3700,달천초등학교매현분교장, 8 , 5 , 7 , 7 , 4 , 3 
3701,충주용산초등학교, 127 , 120 , 151 , 106 , 152 , 139 
3702,충주금릉초등학교, 137 , 127 , 112 , 100 , 127 , 126 
3703,국원초등학교, 208 , 205 , 228 , 172 , 217 , 170 
3704,충주중앙탑초등학교, 186 , 164 , 117 , 115 , 116 , 104 
3705,금성초등학교, 5 , 6 , 9 , 4 , 9 , 14 
3706,남당초등학교, 23 , 22 , 35 , 25 , 26 , 30 
3707,남천초등학교, 15 , 29 , 30 , 29 , 33 , 34 
3708,제천덕산초등학교, 12 , 6 , 9 , 14 , 11 , 14 
3709,동명초등학교, 135 , 112 , 121 , 109 , 103 , 133 
3710,두학초등학교, 11 , 15 , 13 , 11 , 8 , 4 
3711,명지초등학교, 135 , 152 , 156 , 114 , 94 , 92 
3712,백운초등학교, 15 , 13 , 10 , 8 , 11 , 8 
3713,봉양초등학교, 14 , 14 , 10 , 13 , 18 , 11 
3714,송학초등학교, 6 , 1 , 12 , 9 , 8 , 2 
3715,수산초등학교, 6 , 2 , 5 , 8 , 8 , 3 
3716,신백초등학교, 49 , 60 , 61 , 53 , 56 , 65 
3717,왕미초등학교, 44 , 34 , 43 , 43 , 36 , 36 
3718,용두초등학교, 41 , 35 , 38 , 45 , 54 , 53 
3719,의림초등학교, 99 , 93 , 102 , 109 , 122 , 132 
3720,입석초등학교, 7 , 6 , 1 , 5 , - , 6 
3721,제천중앙초등학교, 51 , 36 , 45 , 54 , 67 , 61 
3722,청풍초등학교, 6 , 4 , 3 , 2 , 4 , 2 
3723,한송초등학교, - , 4 , 1 , 1 , 3 , 4 
3724,홍광초등학교, 123 , 121 , 99 , 100 , 121 , 115 
3725,화당초등학교, 6 , 6 , 9 , 8 , 11 , 8 
3726,화산초등학교, 53 , 56 , 48 , 52 , 57 , 53 
3727,장락초등학교, 171 , 172 , 160 , 152 , 179 , 191 
3728,내토초등학교, 51 , 52 , 58 , 49 , 49 , 49 
3729,관기초등학교, 3 , 7 , 6 , 3 , 10 , 9 
3730,내북초등학교, 2 , 5 , 6 , 7 , 6 , 3 
3731,동광초등학교, 69 , 73 , 81 , 87 , 80 , 84 
3732,산외초등학교, 1 , 7 , 2 , 3 , 6 , 3 
3733,보은삼산초등학교, 52 , 52 , 33 , 38 , 27 , 45 
3734,세중초등학교, 4 , 5 , 4 , 4 , 7 , 1 
3735,속리초등학교, 9 , 7 , 7 , 8 , 6 , 3 
3736,송죽초등학교, 2 , 2 , 2 , 3 , 3 , 5 
3737,수정초등학교, 7 , 4 , 7 , 6 , 6 , 8 
3738,수한초등학교, 5 , 9 , 7 , 6 , 3 , 7 
3739,종곡초등학교, 9 , 4 , 5 , 10 , 4 , 9 
3740,탄부초등학교, 3 , 5 , 2 , 4 , 6 , 3 
3741,판동초등학교, 8 , 6 , 9 , 4 , 7 , 13 
3742,회남초등학교, 4 , 6 , 3 , 4 , 1 , 1 
3743,회인초등학교, 6 , 7 , 10 , 11 , 6 , 6 
3744,군남초등학교, 14 , 9 , 12 , 13 , 11 , 20 
3745,군서초등학교, 8 , 6 , 7 , 5 , 7 , 11 
3746,장야초등학교, 81 , 93 , 86 , 103 , 108 , 99 
3747,동이초등학교, 5 , 5 , 6 , 9 , 10 , 5 
3748,삼양초등학교, 135 , 145 , 135 , 119 , 122 , 132 
3749,안남초등학교, 2 , 3 , 8 , 4 , 4 , 7 
3750,안내초등학교, 6 , 2 , 5 , 6 , 8 , 6 
3751,이원초등학교, 9 , 17 , 19 , 14 , 21 , 17 
3752,죽향초등학교, 54 , 58 , 57 , 55 , 50 , 61 
3753,증약초등학교, 9 , 9 , 13 , 6 , 6 , 5 
3754,청산초등학교, 4 , 14 , 7 , 13 , 10 , 13 
3755,청성초등학교, 2 , 5 , 4 , 2 , 5 , 6 
3756,동이초등학교우산분교장, 3 , 3 , 3 , 5 , - , 2 
3757,증약초등학교대정분교장, 2 , - , 1 , - , 2 , 2 
3758,매곡초등학교, 1 , 5 , 4 , - , 3 , 5 
3759,부용초등학교, 25 , 29 , 39 , 30 , 29 , 34 
3760,상촌초등학교, 10 , 6 , 7 , 5 , 7 , 11 
3761,심천초등학교, 7 , 5 , 5 , 3 , - , 6 
3762,양강초등학교, 6 , 4 , 7 , 7 , 10 , 11 
3763,양산초등학교, 4 , 5 , 7 , 9 , 2 , 8 
3764,영동초등학교, 106 , 93 , 104 , 102 , 88 , 102 
3765,구룡초등학교, 10 , 19 , 6 , 11 , 11 , 3 
3766,용화초등학교, 2 , 3 , 8 , 4 , 3 , 3 
3767,이수초등학교, 61 , 66 , 68 , 58 , 70 , 83 
3768,초강초등학교, 3 , 8 , 5 , 6 , 3 , 5 
3769,추풍령초등학교, 7 , 4 , 4 , 4 , 16 , 10 
3770,학산초등학교, 9 , 7 , 7 , 9 , 8 , 8 
3771,황간초등학교, 15 , 27 , 28 , 28 , 22 , 28 
3772,구정초등학교, 11 , 12 , 21 , 10 , 6 , 5 
3773,금구초등학교, 7 , 14 , 9 , 3 , 11 , 14 
3774,만승초등학교, 113 , 132 , 97 , 125 , 114 , 129 
3775,문백초등학교, 14 , 16 , 9 , 9 , 11 , 10 
3776,문상초등학교, 13 , 27 , 26 , 21 , 21 , 23 
3777,백곡초등학교, 5 , 8 , 10 , 7 , 4 , 11 
3778,상신초등학교, - , - , - , - , - , - 
3779,성암초등학교, 10 , 6 , 13 , 8 , 11 , 9 
3780,옥동초등학교, 209 , 210 , 215 , 195 , 207 , 207 
3781,이월초등학교, 27 , 24 , 28 , 21 , 26 , 24 
3782,진천삼수초등학교, 137 , 155 , 143 , 119 , 137 , 132 
3783,진천상산초등학교, 136 , 140 , 162 , 140 , 154 , 174 
3784,초평초등학교, 6 , 10 , 13 , 17 , 6 , 12 
3785,학성초등학교, 14 , 17 , 12 , 15 , 18 , 13 
3786,한천초등학교, 32 , 30 , 42 , 40 , 33 , 37 
3787,진천상신초등학교, 170 , 93 , 97 , 70 , 72 , 43 
3788,감물초등학교, 4 , 11 , 7 , 8 , 10 , 7 
3789,도안초등학교, 17 , 19 , 15 , 11 , 5 , 13 
3790,동인초등학교, 60 , 43 , 65 , 66 , 53 , 60 
3791,괴산명덕초등학교, 30 , 22 , 31 , 37 , 33 , 36 
3792,목도초등학교, 8 , 11 , 6 , 6 , 10 , 8 
3793,문광초등학교, 8 , 8 , 10 , 8 , 12 , 11 
3794,백봉초등학교, 6 , 1 , 5 , 3 , 8 , 3 
3795,보광초등학교, 17 , 9 , 15 , 13 , 18 , 9 
3796,삼보초등학교, 109 , 137 , 134 , 99 , 104 , 98 
3797,소수초등학교, 3 , 4 , 5 , 3 , 6 , 6 
3798,송면초등학교, 7 , 7 , 4 , 9 , 5 , 6 
3799,연풍초등학교, 3 , 2 , 6 , 4 , 5 , 7 
3800,장연초등학교, 1 , 1 , 1 , 5 , 2 , 3 
3801,죽리초등학교, 15 , 18 , 14 , 15 , 11 , 15 
3802,증평초등학교, 228 , 202 , 220 , 210 , 208 , 217 
3803,청안초등학교, 3 , 4 , 6 , 4 , 16 , 7 
3804,청천초등학교, 7 , 6 , 4 , 11 , 6 , 10 
3805,칠성초등학교, 13 , 9 , 9 , 14 , 11 , 15 
3806,감곡초등학교, 38 , 31 , 47 , 43 , 27 , 55 
3807,남신초등학교, 54 , 64 , 66 , 51 , 54 , 58 
3808,능산초등학교, 3 , 4 , 3 , 7 , 6 , 5 
